Sample Name 	Characteristics[organism]	Characteristics[disease]	Characteristics[organism part]	Comment[cptac accession number]	Comment[data file]	Comment[Associated file URI]	Comment[fraction identifier]	Comment[instrument]	Comment[modification parameters]	Comment[modification parameters]	Comment[modification parameters]	Comment[cleavage agent details]	Material Type	Description	Comment[Label]	Comment[fragment mass tolerance]	Comment[precursor mass tolerance]
Sample 399	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F03.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F03.raw	3										
Sample 400	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F04.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F04.raw	4										
Sample 401	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F05.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F05.raw	5										
Sample 402	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F06.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F06.raw	6										
Sample 403	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F07.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F07.raw	7										
Sample 404	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F08.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F08.raw	8										
Sample 405	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F09.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F09.raw	9										
Sample 406	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F10.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F10.raw	10										
Sample 407	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F11.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F11.raw	11										
Sample 408	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F12.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F12.raw	12										
Sample 409	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F13.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F13.raw	13										
Sample 410	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F14.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F14.raw	14										
Sample 411	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F15.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F15.raw	15										
Sample 412	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F16.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F16.raw	16										
Sample 413	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F17.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F17.raw	17										
Sample 414	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F18.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F18.raw	18										
Sample 415	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F19.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F19.raw	19										
Sample 416	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F20.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F20.raw	20										
Sample 417	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F21.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F21.raw	21										
Sample 418	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F22.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F22.raw	22										
Sample 419	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F23.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F23.raw	23										
Sample 420	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F24.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F24.raw	24										
Sample 421	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F25.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F25.raw	25										
Sample 422	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F26.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F26.raw	26										
Sample 423	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F27.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F27.raw	27										
Sample 424	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F28.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F28.raw	28										
Sample 425	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F29.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F29.raw	29										
Sample 426	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F30.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F30.raw	30										
Sample 427	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F31.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F31.raw	31										
Sample 428	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F32.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F32.raw	32										
Sample 429	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F33.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F33.raw	33										
Sample 430	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F34.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F34.raw	34										
Sample 431	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F35.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F35.raw	35										
Sample 432	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F36.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F36.raw	36										
Sample 433	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F37.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F37.raw	37										
Sample 434	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F38.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F38.raw	38										
Sample 435	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F39.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F39.raw	39										
Sample 436	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F40.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F40.raw	40										
Sample 437	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F41.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F41.raw	41										
Sample 438	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F42.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F42.raw	42										
Sample 439	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F43.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F43.raw	43										
Sample 440	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F44.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F44.raw	44										
Sample 441	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F45.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F45.raw	45										
Sample 442	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F46.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F46.raw	46										
Sample 443	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F47.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F47.raw	47										
Sample 444	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171030_HF_ZHW_total_liver06_F48.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Proteome/liver06_Proteome_raw/20171030_HF_ZHW_total_liver06_F48.raw	48										
Sample 445	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180407_fusion_zhw_TMT11_liver07_pho_F01.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver07_Phosphoproteome/liver07_Phosphoproteome_raw/20180407_fusion_zhw_TMT11_liver07_pho_F01.raw	1										
Sample 446	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180407_fusion_zhw_TMT11_liver07_pho_F02.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver07_Phosphoproteome/liver07_Phosphoproteome_raw/20180407_fusion_zhw_TMT11_liver07_pho_F02.raw	2										
Sample 447	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180407_fusion_zhw_TMT11_liver07_pho_F03.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver07_Phosphoproteome/liver07_Phosphoproteome_raw/20180407_fusion_zhw_TMT11_liver07_pho_F03.raw	3										
Sample 448	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180407_fusion_zhw_TMT11_liver07_pho_F04.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver07_Phosphoproteome/liver07_Phosphoproteome_raw/20180407_fusion_zhw_TMT11_liver07_pho_F04.raw	4										
Sample 449	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180407_fusion_zhw_TMT11_liver07_pho_F05.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver07_Phosphoproteome/liver07_Phosphoproteome_raw/20180407_fusion_zhw_TMT11_liver07_pho_F05.raw	5										
Sample 450	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180407_fusion_zhw_TMT11_liver07_pho_F06.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver07_Phosphoproteome/liver07_Phosphoproteome_raw/20180407_fusion_zhw_TMT11_liver07_pho_F06.raw	6										
Sample 451	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180407_fusion_zhw_TMT11_liver07_pho_F07.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver07_Phosphoproteome/liver07_Phosphoproteome_raw/20180407_fusion_zhw_TMT11_liver07_pho_F07.raw	7										
Sample 452	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180407_fusion_zhw_TMT11_liver07_pho_F08.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver07_Phosphoproteome/liver07_Phosphoproteome_raw/20180407_fusion_zhw_TMT11_liver07_pho_F08.raw	8										
Sample 453	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180407_fusion_zhw_TMT11_liver07_pho_F09.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver07_Phosphoproteome/liver07_Phosphoproteome_raw/20180407_fusion_zhw_TMT11_liver07_pho_F09.raw	9										
Sample 454	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180407_fusion_zhw_TMT11_liver07_pho_F10.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver07_Phosphoproteome/liver07_Phosphoproteome_raw/20180407_fusion_zhw_TMT11_liver07_pho_F10.raw	10										
Sample 455	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180407_fusion_zhw_TMT11_liver07_pho_F11.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver07_Phosphoproteome/liver07_Phosphoproteome_raw/20180407_fusion_zhw_TMT11_liver07_pho_F11.raw	11										
Sample 456	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180407_fusion_zhw_TMT11_liver07_pho_F12.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver07_Phosphoproteome/liver07_Phosphoproteome_raw/20180407_fusion_zhw_TMT11_liver07_pho_F12.raw	12										
Sample 457	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180407_fusion_zhw_TMT11_liver07_pho_F13.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver07_Phosphoproteome/liver07_Phosphoproteome_raw/20180407_fusion_zhw_TMT11_liver07_pho_F13.raw	13										
Sample 458	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180407_fusion_zhw_TMT11_liver07_pho_F14.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver07_Phosphoproteome/liver07_Phosphoproteome_raw/20180407_fusion_zhw_TMT11_liver07_pho_F14.raw	14										
Sample 459	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180407_fusion_zhw_TMT11_liver07_pho_F15.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver07_Phosphoproteome/liver07_Phosphoproteome_raw/20180407_fusion_zhw_TMT11_liver07_pho_F15.raw	15										
Sample 460	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180417_fusion_zhw_TMT11_liver07_pho_F01.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver07_Phosphoproteome/liver07_Phosphoproteome_raw/20180417_fusion_zhw_TMT11_liver07_pho_F01.raw	1										
Sample 461	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180417_fusion_zhw_TMT11_liver07_pho_F02.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver07_Phosphoproteome/liver07_Phosphoproteome_raw/20180417_fusion_zhw_TMT11_liver07_pho_F02.raw	2										
Sample 462	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180417_fusion_zhw_TMT11_liver07_pho_F03.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver07_Phosphoproteome/liver07_Phosphoproteome_raw/20180417_fusion_zhw_TMT11_liver07_pho_F03.raw	3										
Sample 463	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180417_fusion_zhw_TMT11_liver07_pho_F04.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver07_Phosphoproteome/liver07_Phosphoproteome_raw/20180417_fusion_zhw_TMT11_liver07_pho_F04.raw	4										
